Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00     95.88     0.00        4     0.00     0.00  DateTimeStrFormat[abi:cxx11](char const*, long)
  0.00     95.88     0.00        4     0.00     0.00  std::basic_ostream<char, std::char_traits<char> >& boost::posix_time::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, boost::posix_time::ptime const&)
  0.00     95.88     0.00        4     0.00     0.00  boost::mutex::unlock()
  0.00     95.88     0.00        4     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void ()>, boost::function<void (boost::signals2::connection const&)>, boost::signals2::mutex>::invocation_state>::dispose()
  0.00     95.88     0.00        4     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void ()>, boost::function<void (boost::signals2::connection const&)>, boost::signals2::mutex>::invocation_state>::~sp_counted_impl_p()
  0.00     95.88     0.00        4     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void ()>, boost::function<void (boost::signals2::connection const&)>, boost::signals2::mutex> >::dispose()
  0.00     95.88     0.00        4     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::grouped_list<int, std::less<int>, boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > >::dispose()
  0.00     95.88     0.00        4     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::grouped_list<int, std::less<int>, boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > >::~sp_counted_impl_p()
  0.00     95.88     0.00        4     0.00     0.00  boost::signals2::detail::grouped_list<int, std::less<int>, boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > >::grouped_list(boost::signals2::detail::grouped_list<int, std::less<int>, boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > const&)
  0.00     95.88     0.00        4     0.00     0.00  boost::date_time::date_facet<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >::date_facet(char const*, boost::date_time::period_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >, boost::date_time::special_values_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >, boost::date_time::date_generator_formatter<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >, unsigned long)
  0.00     95.88     0.00        4     0.00     0.00  boost::date_time::date_facet<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >::~date_facet()
  0.00     95.88     0.00        4     0.00     0.00  boost::date_time::microsec_clock<boost::posix_time::ptime>::create_time(tm* (*)(long const*, tm*))
  0.00     95.88     0.00        4     0.00     0.00  boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config>::counted_time_rep(boost::gregorian::date const&, boost::posix_time::time_duration const&)
  0.00     95.88     0.00        4     0.00     0.00  boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> >::subtract_times(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&, boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&)
  0.00     95.88     0.00        4     0.00     0.00  boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> >::get_time_of_day(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&)
  0.00     95.88     0.00        4     0.00     0.00  boost::date_time::date_generator_formatter<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >::date_generator_formatter()
  0.00     95.88     0.00        4     0.00     0.00  boost::date_time::c_time::gmtime(long const*, tm*)
  0.00     95.88     0.00        4     0.00     0.00  boost::gregorian::to_tm(boost::gregorian::date const&)
  0.00     95.88     0.00        4     0.00     0.20  leveldb::log::Reader::ReadRecord(leveldb::Slice*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00     95.88     0.00        4     0.00     0.00  leveldb::Version::~Version()
  0.00     95.88     0.00        4     0.00     0.00  boost::date_time::date_facet<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put_tm(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, tm const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) const
  0.00     95.88     0.00        4     0.00     0.00  boost::date_time::time_facet<boost::posix_time::ptime, char, std::ostreambuf_iterator<char, std::char_traits<char> > >::put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, boost::posix_time::ptime const&) const
  0.00     95.88     0.00        4     0.00     0.00  boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config>::date() const
  0.00     95.88     0.00        4     0.00     0.00  std::locale::locale<boost::date_time::time_facet<boost::posix_time::ptime, char, std::ostreambuf_iterator<char, std::char_traits<char> > > >(std::locale const&, boost::date_time::time_facet<boost::posix_time::ptime, char, std::ostreambuf_iterator<char, std::char_traits<char> > >*)
  0.00     95.88     0.00        4     0.00     0.00  std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&), boost::function<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&), boost::function<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&)> >, boost::signals2::mutex> > > >::_M_clear()
  0.00     95.88     0.00        4     0.00     0.00  std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CRPCCommand const&), boost::function<void (CRPCCommand const&)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CRPCCommand const&), boost::function<void (CRPCCommand const&)> >, boost::signals2::mutex> > > >::_M_clear()
  0.00     95.88     0.00        4     0.00     0.00  std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (bool, CBlockIndex const*), boost::function<void (bool, CBlockIndex const*)> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (bool, CBlockIndex const*), boost::function<void (bool, CBlockIndex const*)> >, boost::signals2::mutex> > > >::_M_clear()
  0.00     95.88     0.00        4     0.00     0.00  std::_Rb_tree<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&), boost::function<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&)> >, boost::signals2::mutex> > > >, std::_Select1st<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&), boost::function<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&)> >, boost::signals2::mutex> > > > >, boost::signals2::detail::group_key_less<int, std::less<int> >, std::allocator<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&), boost::function<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&)> >, boost::signals2::mutex> > > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&), boost::function<bool (Config const&, CNode*, CConnman&, std::atomic<bool>&)> >, boost::signals2::mutex> > > > >*)
  0.00     95.88     0.00        4     0.00     0.00  std::_Rb_tree<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CRPCCommand const&), boost::function<void (CRPCCommand const&)> >, boost::signals2::mutex> > > >, std::_Select1st<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CRPCCommand const&), boost::function<void (CRPCCommand const&)> >, boost::signals2::mutex> > > > >, boost::signals2::detail::group_key_less<int, std::less<int> >, std::allocator<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CRPCCommand const&), boost::function<void (CRPCCommand const&)> >, boost::signals2::mutex> > > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (CRPCCommand const&), boost::function<void (CRPCCommand const&)> >, boost::signals2::mutex> > > > >*)
  0.00     95.88     0.00        4     0.00     0.00  std::_Rb_tree<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (bool, CBlockIndex const*), boost::function<void (bool, CBlockIndex const*)> >, boost::signals2::mutex> > > >, std::_Select1st<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (bool, CBlockIndex const*), boost::function<void (bool, CBlockIndex const*)> >, boost::signals2::mutex> > > > >, boost::signals2::detail::group_key_less<int, std::less<int> >, std::allocator<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (bool, CBlockIndex const*), boost::function<void (bool, CBlockIndex const*)> >, boost::signals2::mutex> > > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (bool, CBlockIndex const*), boost::function<void (bool, CBlockIndex const*)> >, boost::signals2::mutex> > > > >*)
  0.00     95.88     0.00        4     0.00     0.00  std::_Rb_tree<int, std::pair<int const, uint256>, std::_Select1st<std::pair<int const, uint256> >, std::less<int>, std::allocator<std::pair<int const, uint256> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, uint256> >*)
  0.00     95.88     0.00        4     0.00     0.00  __tcf_0
  0.00     95.88     0.00        4     0.00     0.00  secp256k1_rfc6979_hmac_sha256_generate.constprop.13
  0.00     95.88     0.00        3     0.00     0.00  GetRandBytes(unsigned char*, int)
  0.00     95.88     0.00        3     0.00     0.00  ParseHashStr(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, uint256&)
  0.00     95.88     0.00        3     0.00     0.00  tinyformat::detail::streamStateFromFormat(std::ostream&, bool&, int&, char const*, tinyformat::detail::FormatArg const*, int&, int)
  0.00     95.88     0.00        3     0.00     0.00  void tinyformat::detail::FormatArg::formatImpl<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::ostream&, char const*, char const*, int, void const*)
  0.00     95.88     0.00        3     0.00     0.00  sha256_sse4::Transform(unsigned int*, unsigned char const*, unsigned long)
  0.00     95.88     0.00        3     0.00     0.00  CBasicKeyStore::~CBasicKeyStore()
  0.00     95.88     0.00        3     0.00     0.00  FastRandomContext::rand256()
  0.00     95.88     0.00        3     0.00     0.00  CBitcoinLevelDBLogger::Logv(char const*, __va_list_tag*)
  0.00     95.88     0.00        3     0.00     0.00  boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void ()>, boost::function<void (boost::signals2::connection const&)>, boost::signals2::mutex> >::~sp_counted_impl_p()
